"account_id","balance_as_known","balance_as_restated","delta","as_of_ts"
"C665137804","-5843.75","-5843.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C726212590","-377520.94","-377520.94","0.00","2026-01-01 23:59:59.000000 UTC"
"C1177072083","-682894.68","-682894.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C1659515968","-51719.13","-51719.13","0.00","2026-01-01 23:59:59.000000 UTC"
"C1955990522","-5149.66","-5149.66","0.00","2026-01-01 23:59:59.000000 UTC"
"C1966670937","132953.45","132953.45","0.00","2026-01-01 23:59:59.000000 UTC"
"C1349025531","-5800.85","-5800.85","0.00","2026-01-01 23:59:59.000000 UTC"
"C71802912","-2998.04","-2998.04","0.00","2026-01-01 23:59:59.000000 UTC"
"C354605216","-11348.71","-11348.71","0.00","2026-01-01 23:59:59.000000 UTC"
"C1716932897","-11633.76","-11633.76","0.00","2026-01-01 23:59:59.000000 UTC"
"C24039137","-562903.81","-562903.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C247515192","-3380.10","-3380.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C1055601039","-180368.84","-180368.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C817689537","186838.95","186838.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C635610193","57809.81","57809.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C1136005694","-2148.89","-2148.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C768216420","-110414.71","-110414.71","0.00","2026-01-01 23:59:59.000000 UTC"
"C1195542839","-2713.67","-2713.67","0.00","2026-01-01 23:59:59.000000 UTC"
"C1504321715","-4518.42","-4518.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C1328323494","-622.15","-622.15","0.00","2026-01-01 23:59:59.000000 UTC"
"C752011518","-600581.61","-600581.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C1814908102","0.00","-5947.80","-5947.80","2026-01-01 23:59:59.000000 UTC"
"C1927963027","-522264.81","-522264.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C417797183","-5270.72","-5270.72","0.00","2026-01-01 23:59:59.000000 UTC"
"C925150995","-29784.06","-29784.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C1907241392","-213490.87","-213490.87","0.00","2026-01-01 23:59:59.000000 UTC"
"C641882263","27070.11","27070.11","0.00","2026-01-01 23:59:59.000000 UTC"
"C1262869688","-5443.26","-5443.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C1410367298","-4651.67","-4651.67","0.00","2026-01-01 23:59:59.000000 UTC"
"C207471778","-77957.68","-77957.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C194415222","46630.53","46630.53","0.00","2026-01-01 23:59:59.000000 UTC"
"C980364771","-154716.20","-154716.20","0.00","2026-01-01 23:59:59.000000 UTC"
"C837246227","62983.91","62983.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C1648582256","148834.28","148834.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C2072130509","114271.72","114271.72","0.00","2026-01-01 23:59:59.000000 UTC"
"C970781872","-21008.52","-21008.52","0.00","2026-01-01 23:59:59.000000 UTC"
"C1651754404","-3418.07","-3418.07","0.00","2026-01-01 23:59:59.000000 UTC"
"C294658299","-893.57","-893.57","0.00","2026-01-01 23:59:59.000000 UTC"
"C332365138","-55536.86","-55536.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C348132918","-8690.69","-8690.69","0.00","2026-01-01 23:59:59.000000 UTC"
"C2031927175","-9738.95","-9738.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C615954678","-625.92","-625.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C247162961","-83857.23","-83857.23","0.00","2026-01-01 23:59:59.000000 UTC"
"C438151297","-8233.25","-8233.25","0.00","2026-01-01 23:59:59.000000 UTC"
"C1856093404","-8092.10","-8092.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C1645624121","7965.49","7965.49","0.00","2026-01-01 23:59:59.000000 UTC"
"C95322593","-3390.74","-3390.74","0.00","2026-01-01 23:59:59.000000 UTC"
"C103787801","-266.88","-266.88","0.00","2026-01-01 23:59:59.000000 UTC"
"C2120063568","-36437.06","-36437.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C2143571436","-10040.52","-10040.52","0.00","2026-01-01 23:59:59.000000 UTC"
"C812143047","-6049.09","-6049.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C1990421361","-166817.98","-166817.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C2086068243","-360.13","-360.13","0.00","2026-01-01 23:59:59.000000 UTC"
"C2023917549","-2231.28","-2231.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C532677950","-5809.78","-5809.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C67620673","-6765.12","-6765.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C260084831","-7823.46","-7823.46","0.00","2026-01-01 23:59:59.000000 UTC"
"C1429616542","-51749.94","-51749.94","0.00","2026-01-01 23:59:59.000000 UTC"
"C1910896157","-94296.25","-94296.25","0.00","2026-01-01 23:59:59.000000 UTC"
"C464649704","314134.01","314134.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C1739267143","234094.24","234094.24","0.00","2026-01-01 23:59:59.000000 UTC"
"C1467515503","71275.47","71275.47","0.00","2026-01-01 23:59:59.000000 UTC"
"C2078641942","-7067.90","-7067.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C106297322","-2421578.09","-2421578.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C951988316","223123.71","223123.71","0.00","2026-01-01 23:59:59.000000 UTC"
"C1928621590","-15266.05","-15266.05","0.00","2026-01-01 23:59:59.000000 UTC"
"C1502668485","-3825.39","-3825.39","0.00","2026-01-01 23:59:59.000000 UTC"
"C201274566","-4565.14","-4565.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C269892014","-44443.08","-44443.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C2083217543","-5936.82","-5936.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C637091966","-221654.28","-221654.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C2092709730","-139054.95","-139054.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C1930903395","-5946.79","-5946.79","0.00","2026-01-01 23:59:59.000000 UTC"
"C1846982837","-637161.00","-637161.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C1454171136","35502.25","35502.25","0.00","2026-01-01 23:59:59.000000 UTC"
"C443491171","-8553.73","-8553.73","0.00","2026-01-01 23:59:59.000000 UTC"
"C1267042315","-607616.73","-607616.73","0.00","2026-01-01 23:59:59.000000 UTC"
"C1264941544","-6523.19","-6523.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C361380654","-3671.32","-3671.32","0.00","2026-01-01 23:59:59.000000 UTC"
"C913065088","-91379.93","-91379.93","0.00","2026-01-01 23:59:59.000000 UTC"
"C743648472","-661.43","-661.43","0.00","2026-01-01 23:59:59.000000 UTC"
"C989126847","-5430.64","-5430.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C2116179210","-848231.57","-848231.57","0.00","2026-01-01 23:59:59.000000 UTC"
"C178604517","151862.38","151862.38","0.00","2026-01-01 23:59:59.000000 UTC"
"C1470868839","-7413.54","-7413.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1822434669","-63807.17","-63807.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C890160158","-4347.78","-4347.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C855547146","-4008.01","-4008.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C1469907228","-4322.17","-4322.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C864326906","6284.18","6284.18","0.00","2026-01-01 23:59:59.000000 UTC"
"C38603201","-8.73","-8.73","0.00","2026-01-01 23:59:59.000000 UTC"
"C1494346128","-330757.04","-330757.04","0.00","2026-01-01 23:59:59.000000 UTC"
"C1076202543","-431381.17","-431381.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C1985028494","-282.42","-282.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C1673916398","-171757.76","-171757.76","0.00","2026-01-01 23:59:59.000000 UTC"
"C894421232","-1117.34","-1117.34","0.00","2026-01-01 23:59:59.000000 UTC"
"C1548946718","-993.46","-993.46","0.00","2026-01-01 23:59:59.000000 UTC"
"C567656864","-7950.29","-7950.29","0.00","2026-01-01 23:59:59.000000 UTC"
"C1418622705","-6776.93","-6776.93","0.00","2026-01-01 23:59:59.000000 UTC"
"C1419332030","-1349670.68","-1349670.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C2044337856","-3943.17","-3943.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C108982313","-6606.47","-6606.47","0.00","2026-01-01 23:59:59.000000 UTC"
"C811562535","219220.21","219220.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C1670993182","-215310.30","-215310.30","0.00","2026-01-01 23:59:59.000000 UTC"
"C154988899","-7107.77","-7107.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C922807452","-1203.44","-1203.44","0.00","2026-01-01 23:59:59.000000 UTC"
"C1818449913","-1383.56","-1383.56","0.00","2026-01-01 23:59:59.000000 UTC"
"C1818747191","-48252.82","-48252.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C1058822905","-60758.42","-60758.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C1800500978","-111899.09","-111899.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C1493042329","349640.51","349640.51","0.00","2026-01-01 23:59:59.000000 UTC"
"C1608633989","-8603.42","-8603.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C1057307776","-5033.02","-5033.02","0.00","2026-01-01 23:59:59.000000 UTC"
"C1660837991","101669.17","101669.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C224060798","-2266.02","-2266.02","0.00","2026-01-01 23:59:59.000000 UTC"
"C399373008","-6113.14","-6113.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C371976476","-11881.78","-11881.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C1644864746","-613.83","-613.83","0.00","2026-01-01 23:59:59.000000 UTC"
"C1758893871","-3626.96","-3626.96","0.00","2026-01-01 23:59:59.000000 UTC"
"C229919394","-17373.04","-17373.04","0.00","2026-01-01 23:59:59.000000 UTC"
"C609887969","-161796.96","-161796.96","0.00","2026-01-01 23:59:59.000000 UTC"
"C351656492","-11889.61","-11889.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C893523498","-6660.33","-6660.33","0.00","2026-01-01 23:59:59.000000 UTC"
"C95369743","63189.26","63189.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C544966217","5763.99","5763.99","0.00","2026-01-01 23:59:59.000000 UTC"
"C976358110","-9800.58","-9800.58","0.00","2026-01-01 23:59:59.000000 UTC"
"C669725336","-11136.72","-11136.72","0.00","2026-01-01 23:59:59.000000 UTC"
"C758572926","-106117.28","-106117.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C263833514","154160.82","154160.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C1977618945","24470.43","24470.43","0.00","2026-01-01 23:59:59.000000 UTC"
"C1985938863","-40684.97","-40684.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C1475192960","110226.34","110226.34","0.00","2026-01-01 23:59:59.000000 UTC"
"C859690270","-61159.51","-61159.51","0.00","2026-01-01 23:59:59.000000 UTC"
"C379121284","75043.17","75043.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C1815370847","-7260.20","-7260.20","0.00","2026-01-01 23:59:59.000000 UTC"
"C641664202","-223848.92","-223848.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C1714378342","-5655.17","-5655.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C1552870927","313373.56","313373.56","0.00","2026-01-01 23:59:59.000000 UTC"
"C146874094","-64489.64","-64489.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1671590089","-9478.39","-9478.39","0.00","2026-01-01 23:59:59.000000 UTC"
"C1028145537","-5831.03","-5831.03","0.00","2026-01-01 23:59:59.000000 UTC"
"C347091104","-4749.60","-4749.60","0.00","2026-01-01 23:59:59.000000 UTC"
"C1756207614","-2734.77","-2734.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C1406206626","-1063.53","-1063.53","0.00","2026-01-01 23:59:59.000000 UTC"
"C412788346","-761507.39","-761507.39","0.00","2026-01-01 23:59:59.000000 UTC"
"C764826684","-9920.52","-9920.52","0.00","2026-01-01 23:59:59.000000 UTC"
"C751021317","-6926.67","-6926.67","0.00","2026-01-01 23:59:59.000000 UTC"
"C488600086","-13614.91","-13614.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C1241938981","-399.66","-399.66","0.00","2026-01-01 23:59:59.000000 UTC"
"C2015999862","770537.37","770537.37","0.00","2026-01-01 23:59:59.000000 UTC"
"C1636588948","-100588.80","-100588.80","0.00","2026-01-01 23:59:59.000000 UTC"
"C1987977423","-2131.84","-2131.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C1032568028","-77642.84","-77642.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C503595296","-156819.60","-156819.60","0.00","2026-01-01 23:59:59.000000 UTC"
"C100445376","-59390.46","-59390.46","0.00","2026-01-01 23:59:59.000000 UTC"
"C24650043","-176149.90","-176149.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C1230013344","-31188.22","-31188.22","0.00","2026-01-01 23:59:59.000000 UTC"
"C1251967187","-46261.02","-46261.02","0.00","2026-01-01 23:59:59.000000 UTC"
"C1245593227","-3464.41","-3464.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C882471736","162665.98","162665.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C548795052","-3111.86","-3111.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C686349795","-3454.08","-3454.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C89509666","-6911.99","-6911.99","0.00","2026-01-01 23:59:59.000000 UTC"
"C1420196421","-2806.00","-2806.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C172215878","-80311.89","-80311.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C1533330615","336298.77","336298.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C1539947037","-179253.24","-179253.24","0.00","2026-01-01 23:59:59.000000 UTC"
"C422409467","-3101.33","-3101.33","0.00","2026-01-01 23:59:59.000000 UTC"
"C1193398802","-22276.00","-22276.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C1660223291","106634.77","106634.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C1057468716","-9686.85","-9686.85","0.00","2026-01-01 23:59:59.000000 UTC"
"C1244880808","336827.91","336827.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C1795225096","-8550.90","-8550.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C114414807","-65025.30","-65025.30","0.00","2026-01-01 23:59:59.000000 UTC"
"C1160652496","-7664.12","0.00","7664.12","2026-01-01 23:59:59.000000 UTC"
"C583559449","-4433.98","0.00","4433.98","2026-01-01 23:59:59.000000 UTC"
"C273777019","-23.31","0.00","23.31","2026-01-01 23:59:59.000000 UTC"
"C1454870101","-2364.01","0.00","2364.01","2026-01-01 23:59:59.000000 UTC"
"C197491520","-3776389.09","0.00","3776389.09","2026-01-01 23:59:59.000000 UTC"
"C1873121466","-9574.31","0.00","9574.31","2026-01-01 23:59:59.000000 UTC"
"C1676888944","-11982.62","0.00","11982.62","2026-01-01 23:59:59.000000 UTC"
"C2103569615","-221297.05","0.00","221297.05","2026-01-01 23:59:59.000000 UTC"
"C1263391254","-45864.43","0.00","45864.43","2026-01-01 23:59:59.000000 UTC"
"C380616082","-6623.21","0.00","6623.21","2026-01-01 23:59:59.000000 UTC"
"C1617156106","-6029.92","0.00","6029.92","2026-01-01 23:59:59.000000 UTC"
"C1589466857","-9980.32","0.00","9980.32","2026-01-01 23:59:59.000000 UTC"
"C1441243996","-12187.88","0.00","12187.88","2026-01-01 23:59:59.000000 UTC"
"C201392112","-131033.44","0.00","131033.44","2026-01-01 23:59:59.000000 UTC"
"C268379633","-208376.61","0.00","208376.61","2026-01-01 23:59:59.000000 UTC"
"C458998685","-1127058.69","0.00","1127058.69","2026-01-01 23:59:59.000000 UTC"
"C566891420","-539430.95","0.00","539430.95","2026-01-01 23:59:59.000000 UTC"
"C939254952","-1849.56","0.00","1849.56","2026-01-01 23:59:59.000000 UTC"
"C709439274","-1432.47","0.00","1432.47","2026-01-01 23:59:59.000000 UTC"
"C1523510420","-865.77","0.00","865.77","2026-01-01 23:59:59.000000 UTC"
"C280531669","-4244.40","0.00","4244.40","2026-01-01 23:59:59.000000 UTC"
"C1495445111","-10777.89","0.00","10777.89","2026-01-01 23:59:59.000000 UTC"
"C345290829","-668237.36","0.00","668237.36","2026-01-01 23:59:59.000000 UTC"
"C829737737","-7154.46","0.00","7154.46","2026-01-01 23:59:59.000000 UTC"
"C1151512955","-4163.82","0.00","4163.82","2026-01-01 23:59:59.000000 UTC"
"C2121317689","-5570.50","0.00","5570.50","2026-01-01 23:59:59.000000 UTC"
"C883678948","-789419.02","0.00","789419.02","2026-01-01 23:59:59.000000 UTC"
"C463381475","-14025.72","0.00","14025.72","2026-01-01 23:59:59.000000 UTC"
"C278262050","-8264.22","0.00","8264.22","2026-01-01 23:59:59.000000 UTC"
"C1395073533","-160700.51","0.00","160700.51","2026-01-01 23:59:59.000000 UTC"
"C614580607","-2392.53","0.00","2392.53","2026-01-01 23:59:59.000000 UTC"
"C667890001","-1668.11","0.00","1668.11","2026-01-01 23:59:59.000000 UTC"
"C949673757","-10627.18","0.00","10627.18","2026-01-01 23:59:59.000000 UTC"
"C1988746735","-12462.90","0.00","12462.90","2026-01-01 23:59:59.000000 UTC"
"C502891368","-3942.44","0.00","3942.44","2026-01-01 23:59:59.000000 UTC"
"C1934692470","-5324.43","0.00","5324.43","2026-01-01 23:59:59.000000 UTC"
"C439232821","-3014.54","0.00","3014.54","2026-01-01 23:59:59.000000 UTC"
"C600017090","-1639.33","0.00","1639.33","2026-01-01 23:59:59.000000 UTC"
"C1298380324","-107292.25","0.00","107292.25","2026-01-01 23:59:59.000000 UTC"
"C795273218","-265763.02","0.00","265763.02","2026-01-01 23:59:59.000000 UTC"
"C1409342262","-2364.34","0.00","2364.34","2026-01-01 23:59:59.000000 UTC"
"C1700421020","-112401.53","0.00","112401.53","2026-01-01 23:59:59.000000 UTC"
"C762509150","-3903.48","0.00","3903.48","2026-01-01 23:59:59.000000 UTC"
"C1029898472","-3393.22","0.00","3393.22","2026-01-01 23:59:59.000000 UTC"
"C1520491508","-301298.69","0.00","301298.69","2026-01-01 23:59:59.000000 UTC"
"C557197074","-127920.40","0.00","127920.40","2026-01-01 23:59:59.000000 UTC"
"C310276293","-281425.06","0.00","281425.06","2026-01-01 23:59:59.000000 UTC"
"C1038820134","-5633.30","0.00","5633.30","2026-01-01 23:59:59.000000 UTC"
"C2010070923","-443116.03","0.00","443116.03","2026-01-01 23:59:59.000000 UTC"
"C521342639","-63186.93","0.00","63186.93","2026-01-01 23:59:59.000000 UTC"
"C773348567","-1617.97","0.00","1617.97","2026-01-01 23:59:59.000000 UTC"
"C98412281","-4099.91","0.00","4099.91","2026-01-01 23:59:59.000000 UTC"
